post_date,price,mfdate,mileage,gear_box,condition,fuel,body_style,origin,district,city,car_age,is_imported
2025,995000000,2022,30000.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Nhập khẩu,Quận Cầu Giấy,Hà Nội,3,1
2025,280000000,2018,76000.0,Tự động,Đã sử dụng,Xăng,Hatchback,Trong nước,Quận Hoàng Mai,Hà Nội,7,0
2025,570000000,2018,80000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Nam Từ Liêm,Hà Nội,7,0
2025,1446000000,2025,0.0,Tự động,Mới,Điện,Suv / cross over,Trong nước,Quận Đống Đa,Hà Nội,0,0
2025,345000000,2017,90000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Nam Từ Liêm,Hà Nội,8,0
2025,894000000,2017,80000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Long Biên,Hà Nội,8,0
2025,299000000,2010,150000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Cầu Giấy,Hà Nội,15,0
2025,318000000,2014,82000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Nam Từ Liêm,Hà Nội,11,0
2025,795000000,2024,4000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,1,0
2025,405000000,2018,90000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Hà Đông,Hà Nội,7,1
2025,468000000,2016,80000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Nam Từ Liêm,Hà Nội,9,0
2025,558000000,2023,35000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,2,0
2025,779000000,2023,12000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,2,0
2025,735000000,2022,50000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Cầu Giấy,Hà Nội,3,1
2025,675000000,2020,60000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,5,0
2025,425000000,2019,80000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Hoàng Mai,Hà Nội,6,0
2025,146000000,2016,160000.0,Số sàn,Đã sử dụng,Xăng,Hatchback,Nhập khẩu,Huyện Sóc Sơn,Hà Nội,9,1
2025,139000000,2015,15000.0,Số sàn,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Thị xã Sơn Tây,Hà Nội,10,1
2025,320000000,2020,40000.0,Tự động,Đã sử dụng,Xăng,Hatchback,Trong nước,Quận Hà Đông,Hà Nội,5,0
2025,220000000,2014,180000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Huyện Gia Lâm,Hà Nội,11,0
2025,432000000,2025,6000.0,Tự động,Đã sử dụng,Xăng,Hatchback,Trong nước,Quận Cầu Giấy,Hà Nội,0,0
2025,1199000000,2019,60000.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Long Biên,Hà Nội,6,1
2025,999000000,2018,50000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Long Biên,Hà Nội,7,0
2025,3200000000,2022,35000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Long Biên,Hà Nội,3,1
2025,3450000000,2021,60000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Long Biên,Hà Nội,4,0
2025,4090000000,2023,20000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Long Biên,Hà Nội,2,1
2025,320000000,2016,100000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Thị xã Sơn Tây,Hà Nội,9,1
2025,379000000,2018,67801.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Nam Từ Liêm,Hà Nội,7,0
2025,105000000,2004,9000.0,Bán tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Huyện Đông Anh,Hà Nội,21,0
2025,245000000,2012,83000.0,Tự động,Đã sử dụng,Xăng,Hatchback,Trong nước,Quận Hoàng Mai,Hà Nội,13,0
2025,755000000,2022,16000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Cầu Giấy,Hà Nội,3,0
2025,920000000,2020,51000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Cầu Giấy,Hà Nội,5,0
2025,1250000000,2013,82000.0,Bán tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Cầu Giấy,Hà Nội,12,1
2025,995000000,2019,80000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Cầu Giấy,Hà Nội,6,1
2025,455000000,2022,20000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Long Biên,Hà Nội,3,0
2025,395000000,2018,21000.0,Số sàn,Đã sử dụng,Dầu,Minivan (mpv),Trong nước,Quận Hà Đông,Hà Nội,7,0
2025,1400000000,2022,45000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Hoàng Mai,Hà Nội,3,0
2025,205000000,2007,170368.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Cầu Giấy,Hà Nội,18,1
2025,520000000,2024,4000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Cầu Giấy,Hà Nội,1,0
2025,480000000,2020,69000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Long Biên,Hà Nội,5,0
2025,1100000000,2016,176729.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Cầu Giấy,Hà Nội,9,0
2025,1590000000,2021,38000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Hoàng Mai,Hà Nội,4,0
2025,888000000,2020,70000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Cầu Giấy,Hà Nội,5,1
2025,615000000,2025,1000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Cầu Giấy,Hà Nội,0,1
2025,1750000000,2017,68000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Đống Đa,Hà Nội,8,1
2025,275000000,2019,200000.0,Số sàn,Đã sử dụng,Xăng,Sedan,Trong nước,Huyện Mê Linh,Hà Nội,6,0
2025,452000000,2022,69000.0,Tự động,Đã sử dụng,Xăng,Minivan (mpv),Nhập khẩu,Huyện Thanh Trì,Hà Nội,3,1
2025,1099000000,2024,15000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Ba Đình,Hà Nội,1,0
2025,399000000,2021,63000.0,Tự động,Đã sử dụng,Xăng,Minivan (mpv),Nhập khẩu,Huyện Thanh Trì,Hà Nội,4,1
2025,245000000,2012,115936.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Tây Hồ,Hà Nội,13,1
2025,589000000,2024,0.0,Tự động,Đã sử dụng,Điện,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,1,0
2025,205000000,2011,150000.0,Số sàn,Đã sử dụng,Xăng,Minivan (mpv),Trong nước,Huyện Đông Anh,Hà Nội,14,0
2025,215000000,2013,150000.0,Số sàn,Đã sử dụng,Xăng,Minivan (mpv),Trong nước,Huyện Đông Anh,Hà Nội,12,0
2025,348000000,2016,92000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Nam Từ Liêm,Hà Nội,9,0
2025,250000000,2013,150000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Huyện Đông Anh,Hà Nội,12,0
2025,385000000,2018,85000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Huyện Đông Anh,Hà Nội,7,0
2025,210000000,2007,150000.0,Số sàn,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Huyện Đông Anh,Hà Nội,18,1
2025,805000000,2020,110000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Nam Từ Liêm,Hà Nội,5,1
2025,430000000,2021,55000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Hai Bà Trưng,Hà Nội,4,0
2025,435000000,2014,129000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Nam Từ Liêm,Hà Nội,11,0
2025,815000000,2019,130000.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Nam Từ Liêm,Hà Nội,6,1
2025,545000000,2022,24000.0,Tự động,Đã sử dụng,Xăng,Minivan (mpv),Nhập khẩu,Quận Thanh Xuân,Hà Nội,3,1
2025,490000000,2020,50000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Nam Từ Liêm,Hà Nội,5,1
2025,640000000,2019,14000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Bắc Từ Liêm,Hà Nội,6,0
2025,325000000,2021,90000.0,Số sàn,Đã sử dụng,Xăng,Sedan,Trong nước,Huyện Thanh Oai,Hà Nội,4,0
2025,410000000,2018,50000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Nam Từ Liêm,Hà Nội,7,0
2025,735000000,2018,59000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Nam Từ Liêm,Hà Nội,7,0
2025,2590000000,2021,99000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Nam Từ Liêm,Hà Nội,4,1
2025,385000000,2017,90000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Hoàng Mai,Hà Nội,8,0
2025,549000000,2021,120000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Hoàng Mai,Hà Nội,4,0
2025,1195000000,2023,29000.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Trong nước,Quận Thanh Xuân,Hà Nội,2,0
2025,840000000,2020,115000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Nam Từ Liêm,Hà Nội,5,0
2025,400000000,2019,50000.0,Tự động,Đã sử dụng,Xăng,Hatchback,Nhập khẩu,Quận Cầu Giấy,Hà Nội,6,1
2025,2610000000,2018,56000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Nam Từ Liêm,Hà Nội,7,1
2025,630000000,2020,60000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,5,0
2025,705000000,2022,100000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,3,0
2025,320000000,2009,130000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Long Biên,Hà Nội,16,0
2025,486000000,2016,12000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Hà Đông,Hà Nội,9,1
2025,950000000,2023,4000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Hoàng Mai,Hà Nội,2,0
2025,288000000,2017,12.0,Số sàn,Đã sử dụng,Xăng,Sedan,Trong nước,Huyện Mê Linh,Hà Nội,8,0
2025,405000000,2020,90000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Hà Đông,Hà Nội,5,0
2025,500000000,2017,120000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Hà Đông,Hà Nội,8,1
2025,450000000,2019,83000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Hà Đông,Hà Nội,6,0
2025,470000000,2018,120001.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Hà Đông,Hà Nội,7,1
2025,470000000,2020,70000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Hà Đông,Hà Nội,5,1
2025,440000000,2023,60002.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Hà Đông,Hà Nội,2,0
2025,925000000,2022,66000.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,3,0
2025,669000000,2021,72000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Cầu Giấy,Hà Nội,4,1
2025,680000000,2012,90000.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Long Biên,Hà Nội,13,1
2025,729000000,2024,9000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,1,0
2025,4250000000,2016,160000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Cầu Giấy,Hà Nội,9,1
2025,2215000000,2023,30000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,2,0
2025,180000000,2010,160000.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Hoàng Mai,Hà Nội,15,1
2025,225000000,2020,92000.0,Số sàn,Đã sử dụng,Xăng,Hatchback,Trong nước,Quận Hoàng Mai,Hà Nội,5,0
2025,975000000,2022,60000.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Trong nước,Quận Hai Bà Trưng,Hà Nội,3,0
2025,1095000000,2022,80000.0,Tự động,Đã sử dụng,Động cơ hybrid,Minivan (mpv),Trong nước,Quận Long Biên,Hà Nội,3,0
2025,600000000,2021,77000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Thanh Xuân,Hà Nội,4,0
2025,235000000,2012,80500.0,Tự động,Đã sử dụng,Xăng,Hatchback,Nhập khẩu,Quận Bắc Từ Liêm,Hà Nội,13,1
2025,2980000000,2023,132000.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Bắc Từ Liêm,Hà Nội,2,1
2025,415000000,2019,50000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Đống Đa,Hà Nội,6,1
2025,445000000,2019,90000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Hà Đông,Hà Nội,6,0
2025,542000000,2019,102139.0,Tự động,Đã sử dụng,Xăng,Minivan (mpv),Trong nước,Quận Cầu Giấy,Hà Nội,6,0
2025,508000000,2017,120000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Hà Đông,Hà Nội,8,0
2025,859000000,2021,40000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Tây Hồ,Hà Nội,4,0
2025,905000000,2021,30000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Cầu Giấy,Hà Nội,4,0
2025,1130000000,2023,69000.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Cầu Giấy,Hà Nội,2,1
2025,360000000,2008,100000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Cầu Giấy,Hà Nội,17,1
2025,1189000000,2021,33000.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Long Biên,Hà Nội,4,1
2025,1060000000,2015,110000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Bắc Từ Liêm,Hà Nội,10,0
2025,735000000,2022,25000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,3,0
2025,295000000,2011,85000.0,Tự động,Đã sử dụng,Xăng,Coupe (2 cửa),Nhập khẩu,Quận Hoàng Mai,Hà Nội,14,1
2025,398000000,2021,81000.0,Tự động,Đã sử dụng,Xăng,Minivan (mpv),Nhập khẩu,Huyện Thanh Trì,Hà Nội,4,1
2025,1090000000,2012,10000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,13,0
2025,2180000000,2021,28000.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Cầu Giấy,Hà Nội,4,1
2025,2568000000,2016,110000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Cầu Giấy,Hà Nội,9,1
2025,828000000,2022,58000.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,3,0
2025,1490000000,2021,50000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Cầu Giấy,Hà Nội,4,0
2025,345000000,2009,96000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Cầu Giấy,Hà Nội,16,0
2025,375000000,2017,110000.0,Số sàn,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Hà Đông,Hà Nội,8,1
2025,625000000,2025,0.0,Tự động,Mới,Xăng,Suv / cross over,Trong nước,Huyện Hoài Đức,Hà Nội,0,0
2025,345000000,2018,80003.0,Tự động,Đã sử dụng,Xăng,Hatchback,Trong nước,Quận Thanh Xuân,Hà Nội,7,0
2025,1152000000,2024,30000.0,Tự động,Đã sử dụng,Động cơ hybrid,Suv / cross over,Nhập khẩu,Quận Bắc Từ Liêm,Hà Nội,1,1
2025,890000000,2010,90000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Cầu Giấy,Hà Nội,15,0
2025,545000000,2020,70000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Thanh Xuân,Hà Nội,5,0
2025,358000000,2016,90000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Thanh Xuân,Hà Nội,9,0
2025,315000000,2021,23000.0,Tự động,Đã sử dụng,Xăng,Hatchback,Trong nước,Huyện Hoài Đức,Hà Nội,4,0
2025,305000000,2019,36000.0,Tự động,Đã sử dụng,Xăng,Hatchback,Trong nước,Quận Hoàng Mai,Hà Nội,6,0
2025,595000000,2017,79000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Hoàng Mai,Hà Nội,8,0
2025,1599999999,2021,85000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Long Biên,Hà Nội,4,1
2025,1299999999,2020,33700.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Long Biên,Hà Nội,5,0
2025,335000000,2007,180000.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Nhập khẩu,Quận Cầu Giấy,Hà Nội,18,1
2025,1130000000,2022,57000.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Trong nước,Quận Long Biên,Hà Nội,3,0
2025,2820000000,2021,40000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,4,0
2025,850000000,2013,160000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Cầu Giấy,Hà Nội,12,1
2025,18600000,2010,150000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Hoàng Mai,Hà Nội,15,0
2025,749000000,2024,20000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,1,0
2025,405000000,2015,150000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Hà Đông,Hà Nội,10,1
2025,608000000,2021,40000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Cầu Giấy,Hà Nội,4,0
2025,445000000,2016,0.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Long Biên,Hà Nội,9,0
2025,285000000,2011,120000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Long Biên,Hà Nội,14,0
2025,540000000,2019,117000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,6,0
2025,299000000,2020,90000.0,Tự động,Đã sử dụng,Xăng,Hatchback,Trong nước,Quận Hoàng Mai,Hà Nội,5,0
2025,825000000,2020,26000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Thanh Xuân,Hà Nội,5,1
2025,475000000,2021,75000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Thanh Xuân,Hà Nội,4,0
2025,495000000,2018,90000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Nam Từ Liêm,Hà Nội,7,0
2025,560000000,2024,20000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Long Biên,Hà Nội,1,0
2025,1650000000,2017,10100.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Trong nước,Quận Long Biên,Hà Nội,8,0
2025,459000000,2020,65000.0,Tự động,Đã sử dụng,Xăng,Minivan (mpv),Nhập khẩu,Quận Long Biên,Hà Nội,5,1
2025,595000000,2018,90000.0,Tự động,Đã sử dụng,Xăng,Minivan (mpv),Trong nước,Quận Thanh Xuân,Hà Nội,7,0
2025,260000000,2013,88000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Thanh Xuân,Hà Nội,12,1
2025,119000000,2016,199999.0,Số sàn,Đã sử dụng,Xăng,Hatchback,Trong nước,Quận Hoàng Mai,Hà Nội,9,0
2025,365000000,2018,89000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Hoàng Mai,Hà Nội,7,1
2025,795000000,2019,98000.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Trong nước,Quận Đống Đa,Hà Nội,6,0
2025,439000000,2015,160000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Hoàng Mai,Hà Nội,10,1
2025,420000000,2016,160000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Hà Đông,Hà Nội,9,1
2025,780000000,2019,11.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Trong nước,Quận Bắc Từ Liêm,Hà Nội,6,0
2025,275000000,2015,120000.0,Tự động,Đã sử dụng,Xăng,Hatchback,Trong nước,Quận Long Biên,Hà Nội,10,0
2025,1250000000,2015,150000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Long Biên,Hà Nội,10,1
2025,695000000,2023,20000.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Cầu Giấy,Hà Nội,2,1
2025,1950000000,2023,24000.0,Tự động,Đã sử dụng,Xăng,Minivan (mpv),Nhập khẩu,Quận Đống Đa,Hà Nội,2,1
2025,633000000,2025,0.0,Tự động,Mới,Xăng,Minivan (mpv),Trong nước,Huyện Hoài Đức,Hà Nội,0,0
2025,1305000000,2024,20000.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,1,0
2025,385000000,2024,24000.0,Số sàn,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Hoàng Mai,Hà Nội,1,0
2025,269000000,2020,160000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Hoàng Mai,Hà Nội,5,0
2025,240000000,2019,77709.0,Số sàn,Đã sử dụng,Xăng,Hatchback,Trong nước,Huyện Thanh Trì,Hà Nội,6,0
2025,62500000,2002,30000.0,Số sàn,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Hoàng Mai,Hà Nội,23,0
2025,320000000,2015,120000.0,Số sàn,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Hà Đông,Hà Nội,10,1
2025,505000000,2021,96000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Quận Hà Đông,Hà Nội,4,1
2025,495000000,2015,105000.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Trong nước,Huyện Đông Anh,Hà Nội,10,0
2025,230000000,2010,126000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Nam Từ Liêm,Hà Nội,15,0
2025,355000000,2015,120000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Trong nước,Quận Hà Đông,Hà Nội,10,0
2025,285000000,2014,120000.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Huyện Thanh Trì,Hà Nội,11,1
2025,135000000,2011,120000.0,Tự động,Đã sử dụng,Xăng,Hatchback,Trong nước,Huyện Thanh Trì,Hà Nội,14,0
2025,720000000,2019,80000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Cầu Giấy,Hà Nội,6,1
2025,1175000000,2022,27000.0,Tự động,Đã sử dụng,Dầu,Van,Trong nước,Quận Cầu Giấy,Hà Nội,3,0
2025,715000000,2021,60000.0,5,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Cầu Giấy,Hà Nội,4,1
2025,259000000,2008,40000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Đống Đa,Hà Nội,17,1
2025,610000000,2017,80000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Long Biên,Hà Nội,8,0
2025,448000000,2022,60000.0,Tự động,Đã sử dụng,Xăng,Minivan (mpv),Trong nước,Huyện Thanh Trì,Hà Nội,3,0
2025,479000000,2023,79000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Long Biên,Hà Nội,2,1
2025,354000000,2013,150000.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Nam Từ Liêm,Hà Nội,12,1
2025,58000000,2009,2000.0,Số sàn,Đã sử dụng,Xăng,Hatchback,Trong nước,Quận Nam Từ Liêm,Hà Nội,16,0
2025,45000000,2002,100000.0,Tự động,Đã sử dụng,Xăng,Sedan,Trong nước,Quận Long Biên,Hà Nội,23,0
2025,710000000,2025,6000.0,Tự động,Đã sử dụng,Điện,Suv / cross over,Trong nước,Quận Thanh Xuân,Hà Nội,0,0
2025,580000000,2024,20000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Long Biên,Hà Nội,1,0
2025,310000000,2019,69999.0,Tự động,Đã sử dụng,Xăng,Hatchback,Nhập khẩu,Quận Cầu Giấy,Hà Nội,6,1
2025,968000000,2022,43000.0,Tự động,Đã sử dụng,Dầu,Suv / cross over,Trong nước,Quận Cầu Giấy,Hà Nội,3,0
2025,183000000,2009,140000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Quận Hoàng Mai,Hà Nội,16,1
2025,253000000,2007,170000.0,Tự động,Đã sử dụng,Xăng,Sedan,Nhập khẩu,Quận Hoàng Mai,Hà Nội,18,1
2025,188000000,2011,11.0,Tự động,Đã sử dụng,Xăng,Hatchback,Trong nước,Huyện Thanh Oai,Hà Nội,14,0
2025,685000000,2021,50000.0,Tự động,Đã sử dụng,Dầu,Pick-up (bán tải),Nhập khẩu,Huyện Thanh Trì,Hà Nội,4,1
2025,385000000,2009,90000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Nhập khẩu,Huyện Thanh Trì,Hà Nội,16,1
2025,210000000,2009,90000.0,Số sàn,Đã sử dụng,Xăng,Sedan,Trong nước,Huyện Sóc Sơn,Hà Nội,16,0
2025,545000000,2023,40000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Huyện Đông Anh,Hà Nội,2,0
2025,135000000,2009,105863.0,Số sàn,Đã sử dụng,Xăng,Hatchback,Trong nước,Huyện Đông Anh,Hà Nội,16,0
2025,265000000,2015,100000.0,Tự động,Đã sử dụng,Xăng,Suv / cross over,Trong nước,Quận Hai Bà Trưng,Hà Nội,10,0
